Primary Key,Participant ID,Treatment Group,Timestamp,Question Label,Before/After Exposure,Error present,Text Explanation ,Actual Chart Error,Error Identified (Coder 1),Error Identified (Coder 2),Coder Mismatch?,Consensus Code
619,1589,Visual,,PQ 10 Legend,Prior,"I think it should have started at a higher number, so it wouldn't look so squished in the corner.",It's well constructed,Legend,1,1,,1
641,2180,Visual,,PQ 11 Legend,Prior,,There are errors in construction,Legend,1,1,,1
681,1589,Visual,,PQ 11 Legend,Prior,,There are errors in construction,Legend,0,0,,0
703,2180,Visual,,PQ 12 Legend,Prior,cannot see the data clearly ,It's poorly constructed,Legend,0,0,,0
743,1589,Visual,,PQ 12 Legend,Prior,It's overly populated with data points.,It's poorly constructed,Legend,0,0,,0
765,2180,Visual,,PQ 13 Size,Prior,there is no key to convey what the colours mean ,There are errors in construction,Neg Size,0,0,,0
805,1589,Visual,,PQ 13 Size,Prior,All I see are lines jumbled up together. It doesn't make sense to me.,It's well constructed,Neg Size,0,0,,0
827,2180,Visual,,PQ 14 Size,Prior,no key to indicate what the colour lines mean ,It's well constructed,Neg Size,0,0,,0
867,1589,Visual,,PQ 14 Size,Prior,,It's well constructed,Neg Size,0,P,X,0
889,2180,Visual,,PQ 15 Size,Prior,,It's well constructed,Neg Size,0,P,X,0
929,1589,Visual,,PQ 15 Size,Prior,,There are errors in construction,Neg Size,0,0,,0
951,2180,Visual,,PQ 16 Color,Prior,,There are errors in construction,Color,0,0,,0
991,1589,Visual,,PQ 16 Color,Prior,"The different size dots just doesn't make sense to me, I guess.",There are errors in construction,Color,1,1,,1
1013,2180,Visual,,PQ 17 Color,Prior,rate of change isn't clear enough plus then nasdaq doesn't have a unite of measure ,There are errors in construction,Color,0,0,,0
1053,1589,Visual,,PQ 17 Color,Prior,I feel like rate of change shouldn't be different size dots.,There are errors in construction,Color,0,0,,0
1075,2180,Visual,,PQ 18 Color,Prior,"because there are to many variables to look at, its a little confusing ",There are errors in construction,Color,0,0,,0
1115,1589,Visual,,PQ 18 Color,Prior,I think size of dot doesn't make much sense to use.,It's well constructed,Color,1,1,,1
1137,2180,Visual,,TQ 1 Zero,Post,Like,Like,Zero Axis,0,0,,0
1177,1589,Visual,,TQ 1 Zero,Post,,,Zero Axis,0,0,,0
1199,2180,Visual,,TQ 2 Good,Post,Like,Like,Good,0,0,,0
1239,1589,Visual,,TQ 2 Good,Post,,,Good,1,1,,1
1261,2180,Visual,,TQ 3 Good,Post,Like,There are errors in construction,Good,0,0,,0
1301,1589,Visual,,TQ 3 Good,Post,,There are errors in construction,Good,1,1,,1
1323,2180,Visual,,TQ 4 legend,Post,There are errors in construction,There are errors in construction,Legend,0,0,,0
1363,1589,Visual,,TQ 4 legend,Post,There are errors in construction,There are errors in construction,Legend,0,0,,0
1385,2180,Visual,,TQ 5 Color,Post,cannot see all the data clearly ,It's well constructed,Color,1,0,X,P
1425,1589,Visual,,TQ 5 Color,Post,Everything is way too close together.,It's well constructed,Color,0,0,,0
1447,2180,Visual,,TQ 6 Color,Post,,There are errors in construction,Color,0,0,,0
1487,1589,Visual,,TQ 6 Color,Post,,There are errors in construction,Color,0,0,,0
1509,2180,Visual,,TQ 7 Size,Post,no key and they both don't start at 0 ,There are errors in construction,Size Neg,0,0,,0
1549,1589,Visual,,TQ 7 Size,Post,Where's the legend?,,Size Neg,0,0,,0
1571,2180,Visual,,TQ 8 Zero Axis,Post,"colours are to similar, could misread ",There are errors in construction,Zero Axis,0,0,,0
1611,1589,Visual,,TQ 8 Zero Axis,Post,Europe and USA are close in color.,It's well constructed,Zero Axis,0,0,,0
1633,2180,Visual,,TQ 9 Size,Post,"two many variables, should be done over multiple graphs ",It's well constructed,Size Neg,0,0,,0
1673,1589,Visual,,TQ 9 Size,Post,,It's well constructed,Size Neg,0,P,X,0
1695,2180,Visual,,TQ 10 Legend,Post,,There are errors in construction,Legend,1,1,,1
1735,1589,Visual,,TQ 10 Legend,Post,,There are errors in construction,Legend,0,0,,0
1757,2180,Visual,,TQ 11 Good,Post,the data is hard to analyse and read properly ,It's well constructed,Good,1,1,,1
1797,1589,Visual,,TQ 11 Good,Post,Everything is too small and close together. ,It's well constructed,Good,1,1,,1
1819,2180,Visual,,TQ 12 Rate,Post,,It's well constructed,Rate,0,0,,0
1859,1589,Visual,,TQ 12 Rate,Post,,There are errors in construction,Rate,0,0,,0
1881,2180,Visual,,TQ 13 Zero,Post,,There are errors in construction,Zero Axis,0,0,,0
1921,1589,Visual,,TQ 13 Zero,Post,Missing the legend.,It's well constructed,Zero Axis,0,0,,0
1943,2180,Visual,,TQ 14 Legend,Post,doesn't start at 0,There are errors in construction,Legend,1,1,,1
1983,1589,Visual,,TQ 14 Legend,Post,,There are errors in construction,Legend,0,0,,0
2005,2180,Visual,,TQ 15 color,Post,axis's don't start at 0 they both have different staring points and go up in different measurements ,There are errors in construction,Color,0,0,,0
2045,1589,Visual,,TQ 15 color,Post,The lines are too close together.,It's well constructed,Color,1,1,,1
2067,2180,Visual,,TQ 16 Size,Post,the axis don't start at 0,There are errors in construction,Size Neg,0,P,X,0
2107,1589,Visual,,TQ 16 Size,Post,,There are errors in construction,Size Neg,0,0,,0
2129,2180,Visual,,TQ 17 Rate,Post,the colours are to similar ,There are errors in construction,Rate,0,0,,0
2169,1589,Visual,,TQ 17 Rate,Post,Missing the legend,There are errors in construction,Rate,0,0,,0
2191,2180,Visual,,TQ 18 Rate,Post,colours are too similar ,There are errors in construction,Rate,0,0,,0
2231,1589,Visual,,TQ 18 Rate,Post,Amsterdam and Atlanta are close in color.,It's well constructed,Rate,0,0,,0
4,2496,Visual,,PQ 1 Rate,Prior,TRUE,2019-11-26 14:11:39,Rate,0,0,,0
23,1302,Visual,,PQ 1 Rate,Prior,TRUE,2019-11-26 13:51:42,Rate,P,P,,P
43,1004,Visual,,PQ 1 Rate,Prior,TRUE,2019-11-27 17:16:24,Rate,0,0,,0
51,1480,Visual,,PQ 1 Rate,Prior,TRUE,2019-11-26 14:02:57,Rate,0,0,,0
66,2496,Visual,,PQ 2 Rate,Prior,R_2Bkz5mJGPJxdIyb,"I consent, begin the study",Rate,0,0,,0
85,1302,Visual,,PQ 2 Rate,Prior,R_bPZQL5byVGeoet3,"I consent, begin the study",Rate,0,0,,0
105,1004,Visual,,PQ 2 Rate,Prior,R_1jkVU6Su9od4xXy,"I consent, begin the study",Rate,0,0,,0
113,1480,Visual,,PQ 2 Rate,Prior,R_1mvYeicRtXgNrLW,"I consent, begin the study",Rate,0,0,,0
128,2496,Visual,,PQ 3 Good,Prior,5c9178d3803bff0001fef762,It's well constructed,Good,1,1,,1
147,1302,Visual,,PQ 3 Good,Prior,5db5d65a57839d000d955bae,There are errors in construction,Good,1,1,,1
167,1004,Visual,,PQ 3 Good,Prior,5c7ead380ce9a10016fb5ebf,There are errors in construction,Good,1,1,,1
175,1480,Visual,,PQ 3 Good,Prior,5c613f2859ec1d0001fe6ea8,There are errors in construction,Good,0,0,,0
190,2496,Visual,,PQ 4 GOOD,Prior,,There are errors in construction,Good,1,1,,1
209,1302,Visual,,PQ 4 GOOD,Prior,The key refers to the same thing twice,There are errors in construction,Good,0,0,,0
229,1004,Visual,,PQ 4 GOOD,Prior,Hard to read what it means.,There are errors in construction,Good,1,1,,1
237,1480,Visual,,PQ 4 GOOD,Prior,There is 2 Y axys that doesn't make any sense unless the values on both were exactly equal which is impossible,It's well constructed,Good,1,1,,1
252,2496,Visual,,PQ 5 Good,Prior,What is data 1 and data 2?,There are errors in construction,Good,1,1,,1
271,1302,Visual,,PQ 5 Good,Prior,The axis on each side refer to different amounts making the graph misleading.,There are errors in construction,Good,1,1,,1
291,1004,Visual,,PQ 5 Good,Prior,Too much in one graph.,It's well constructed,Good,0,0,,0
299,1480,Visual,,PQ 5 Good,Prior,,It's well constructed,Good,1,1,,1
314,2496,Visual,,PQ  6 Rate,Prior,Don't know what the clusters mean.,There are errors in construction,Rate,0,0,,0
333,1302,Visual,,PQ  6 Rate,Prior,It's hard to tell what the key means,It's well constructed,Rate,P,P,,P
353,1004,Visual,,PQ  6 Rate,Prior,,It's well constructed,Rate,0,0,,0
361,1480,Visual,,PQ  6 Rate,Prior,,There are errors in construction,Rate,0,0,,0
376,2496,Visual,,PQ 7 Zero,Prior,Needs to specify degree units,It's well constructed,Zero Axis,0,0,,0
395,1302,Visual,,PQ 7 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
415,1004,Visual,,PQ 7 Zero,Prior,,There are errors in construction,Zero Axis,0,0,,0
423,1480,Visual,,PQ 7 Zero,Prior,months misssing,It's well constructed,Zero Axis,0,0,,0
438,2496,Visual,,PQ 8 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
457,1302,Visual,,PQ 8 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
477,1004,Visual,,PQ 8 Zero,Prior,no correlation with records.,There are errors in construction,Zero Axis,0,0,,0
485,1480,Visual,,PQ 8 Zero,Prior,,There are errors in construction,Zero Axis,0,0,,0
500,2496,Visual,,PQ 9 Zero,Prior,,There are errors in construction,Zero Axis,0,0,,0
519,1302,Visual,,PQ 9 Zero,Prior,,There are errors in construction,Zero Axis,0,0,,0
539,1004,Visual,,PQ 9 Zero,Prior,quite small.,It's well constructed,Zero Axis,0,0,,0
547,1480,Visual,,PQ 9 Zero,Prior,2 y axis,It's well constructed,Zero Axis,0,0,,0
562,2496,Visual,,PQ 10 Legend,Prior,The y axis should be shifted to show whole graph.,There are errors in construction,Legend,0,0,,0
581,1302,Visual,,PQ 10 Legend,Prior,A small amount of the graph is taken up making it hard to interpret,There are errors in construction,Legend,0,0,,0
601,1004,Visual,,PQ 10 Legend,Prior,,It's well constructed,Legend,1,1,,1
609,1480,Visual,,PQ 10 Legend,Prior,,It's well constructed,Legend,0,0,,0
624,2496,Visual,,PQ 11 Legend,Prior,"No title and no idea what the count means, plus y axis is shifted",There are errors in construction,Legend,1,1,,1
643,1302,Visual,,PQ 11 Legend,Prior,Hard to tell what's happening on the x axis ,There are errors in construction,Legend,1,1,,1
663,1004,Visual,,PQ 11 Legend,Prior,,There are errors in construction,Legend,1,1,,1
671,1480,Visual,,PQ 11 Legend,Prior,,It's well constructed,Legend,0,0,,0
686,2496,Visual,,PQ 12 Legend,Prior,No title or reference to what the rating is about.,It's poorly constructed,Legend,0,0,,0
705,1302,Visual,,PQ 12 Legend,Prior,Hard to read,It's poorly constructed,Legend,1,1,,1
725,1004,Visual,,PQ 12 Legend,Prior,Too much in small area.,It's poorly constructed,Legend,0,0,,0
733,1480,Visual,,PQ 12 Legend,Prior,,It's well constructed,Legend,0,0,,0
748,2496,Visual,,PQ 13 Size,Prior,"No legend, and time scale is too short",There are errors in construction,Neg Size,0,0,,0
767,1302,Visual,,PQ 13 Size,Prior,No key,There are errors in construction,Neg Size,0,0,,0
787,1004,Visual,,PQ 13 Size,Prior,There is no legend.,There are errors in construction,Neg Size,0,0,,0
795,1480,Visual,,PQ 13 Size,Prior,,There are errors in construction,Neg Size,0,0,,0
810,2496,Visual,,PQ 14 Size,Prior,No legend showing what color is what country.,There are errors in construction,Neg Size,0,0,,0
829,1302,Visual,,PQ 14 Size,Prior,No key,There are errors in construction,Neg Size,0,0,,0
849,1004,Visual,,PQ 14 Size,Prior,No legend to show what lines mean.,It's well constructed,Neg Size,0,0,,0
857,1480,Visual,,PQ 14 Size,Prior,The legend is missing we can't understand which country is the respective color,There are errors in construction,Neg Size,0,0,,0
872,2496,Visual,,PQ 15 Size,Prior,"Too many things have same color, colors are counterintuitive, and no title stating what the count of fruit is for.",There are errors in construction,Neg Size,0,0,,0
891,1302,Visual,,PQ 15 Size,Prior,No key or obvious reason for colouring ,It's well constructed,Neg Size,0,0,,0
911,1004,Visual,,PQ 15 Size,Prior,,It's well constructed,Neg Size,0,0,,0
919,1480,Visual,,PQ 15 Size,Prior,"Usually a legend is under the name of the fruits like: ""Fruits"". Just like at the Y axis we have ""Count"".",There are errors in construction,Neg Size,0,0,,0
934,2496,Visual,,PQ 16 Color,Prior,The circle sizes are counterintuitive to the data they are representing,There are errors in construction,Color,0,0,,0
953,1302,Visual,,PQ 16 Color,Prior,,It's well constructed,Color,1,1,,1
973,1004,Visual,,PQ 16 Color,Prior,,It's well constructed,Color,0,0,,0
981,1480,Visual,,PQ 16 Color,Prior,This graph is very confusing never saw something like this before,It's well constructed,Color,1,1,,1
996,2496,Visual,,PQ 17 Color,Prior,The circle size denoting rate of change is counterintuitive,There are errors in construction,Color,0,0,,0
1015,1302,Visual,,PQ 17 Color,Prior,,It's well constructed,Color,0,0,,0
1035,1004,Visual,,PQ 17 Color,Prior,,It's well constructed,Color,0,0,,0
1043,1480,Visual,,PQ 17 Color,Prior,,It's well constructed,Color,P,0,X,0
1058,2496,Visual,,PQ 18 Color,Prior,No title and no idea what the cash is representing.,There are errors in construction,Color,P,1,X,P
1077,1302,Visual,,PQ 18 Color,Prior,,There are errors in construction,Color,0,0,,0
1097,1004,Visual,,PQ 18 Color,Prior,,It's well constructed,Color,0,0,,0
1105,1480,Visual,,PQ 18 Color,Prior,,There are errors in construction,Color,0,0,,0
1120,2496,Visual,,TQ 1 Zero,Post,Like,Like,Zero Axis,0,0,,0
1139,1302,Visual,,TQ 1 Zero,Post,,,Zero Axis,0,0,,0
1159,1004,Visual,,TQ 1 Zero,Post,,,Zero Axis,0,0,,0
1167,1480,Visual,,TQ 1 Zero,Post,,,Zero Axis,0,0,,0
1182,2496,Visual,,TQ 2 Good,Post,Like,Like,Good,0,0,,0
1201,1302,Visual,,TQ 2 Good,Post,,,Good,1,1,,1
1221,1004,Visual,,TQ 2 Good,Post,,,Good,1,1,,1
1229,1480,Visual,,TQ 2 Good,Post,,,Good,0,0,,0
1244,2496,Visual,,TQ 3 Good,Post,Like,There are errors in construction,Good,1,1,,1
1263,1302,Visual,,TQ 3 Good,Post,,There are errors in construction,Good,1,1,,1
1283,1004,Visual,,TQ 3 Good,Post,,It's well constructed,Good,0,0,,0
1291,1480,Visual,,TQ 3 Good,Post,,There are errors in construction,Good,1,1,,1
1306,2496,Visual,,TQ 4 legend,Post,There are errors in construction,There are errors in construction,Legend,0,0,,0
1325,1302,Visual,,TQ 4 legend,Post,It's well constructed,It's well constructed,Legend,0,0,,0
1345,1004,Visual,,TQ 4 legend,Post,It's well constructed,It's well constructed,Legend,0,0,,0
1353,1480,Visual,,TQ 4 legend,Post,It's well constructed,It's well constructed,Legend,0,0,,0
1368,2496,Visual,,TQ 5 Color,Post,Too many overlaps and similar colors,There are errors in construction,Color,1,1,,1
1387,1302,Visual,,TQ 5 Color,Post,,It's well constructed,Color,1,1,,1
1407,1004,Visual,,TQ 5 Color,Post,,There are errors in construction,Color,0,0,,0
1415,1480,Visual,,TQ 5 Color,Post,,It's well constructed,Color,0,0,,0
1430,2496,Visual,,TQ 6 Color,Post,Labels are vague and unhelpful,There are errors in construction,Color,0,0,,0
1449,1302,Visual,,TQ 6 Color,Post,,There are errors in construction,Color,0,0,,0
1469,1004,Visual,,TQ 6 Color,Post,no legend.,It's well constructed,Color,0,1,X,P
1477,1480,Visual,,TQ 6 Color,Post,,It's well constructed,Color,P,1,X,P
1492,2496,Visual,,TQ 7 Size,Post,No legend,There are errors in construction,Size Neg,0,1,X,0
1511,1302,Visual,,TQ 7 Size,Post,No key,There are errors in construction,Size Neg,0,0,,0
1531,1004,Visual,,TQ 7 Size,Post,,There are errors in construction,Size Neg,0,0,,0
1539,1480,Visual,,TQ 7 Size,Post,,There are errors in construction,Size Neg,P,P,,P
1554,2496,Visual,,TQ 8 Zero Axis,Post,Legend colors too similar,There are errors in construction,Zero Axis,0,0,,0
1573,1302,Visual,,TQ 8 Zero Axis,Post,2 similar shades of green are used in the key,It's well constructed,Zero Axis,0,0,,0
1593,1004,Visual,,TQ 8 Zero Axis,Post,,It's well constructed,Zero Axis,0,0,,0
1601,1480,Visual,,TQ 8 Zero Axis,Post,same colors,It's well constructed,Zero Axis,0,0,,0
1616,2496,Visual,,TQ 9 Size,Post,Too much information shoved into one graph,There are errors in construction,Size Neg,0,0,,0
1635,1302,Visual,,TQ 9 Size,Post,,There are errors in construction,Size Neg,0,0,,0
1655,1004,Visual,,TQ 9 Size,Post,,It's well constructed,Size Neg,0,0,,0
1663,1480,Visual,,TQ 9 Size,Post,,It's well constructed,Size Neg,0,0,,0
1678,2496,Visual,,TQ 10 Legend,Post,Areas showing negative values,There are errors in construction,Legend,0,0,,0
1697,1302,Visual,,TQ 10 Legend,Post,Hard to immediately find -0.5 point ,There are errors in construction,Legend,0,0,,0
1717,1004,Visual,,TQ 10 Legend,Post,,It's well constructed,Legend,0,0,,0
1725,1480,Visual,,TQ 10 Legend,Post,,It's well constructed,Legend,0,0,,0
1740,2496,Visual,,TQ 11 Good,Post,Y axis doesn't start at zero and x axis is unevenly spaced,There are errors in construction,Good,1,1,,1
1759,1302,Visual,,TQ 11 Good,Post,Odd splitting of axis ,It's well constructed,Good,1,1,,1
1779,1004,Visual,,TQ 11 Good,Post,,It's well constructed,Good,1,1,,1
1787,1480,Visual,,TQ 11 Good,Post,,It's well constructed,Good,1,1,,1
1802,2496,Visual,,TQ 12 Rate,Post,Area showing negative value,There are errors in construction,Rate,0,0,,0
1821,1302,Visual,,TQ 12 Rate,Post,,There are errors in construction,Rate,0,0,,0
1841,1004,Visual,,TQ 12 Rate,Post,,It's well constructed,Rate,0,0,,0
